fecha_nacimiento,sexo,localidad_nacimiento,lugar_nacimiento,fecha_fallecimiento,localidad_fallecimiento,lugar_fallecimiento
1961-12-01,1,Durazno,9,,,
1961-05-19,8,Rivera,3,1962-10-22,Soriano,9
1961-03-16,1,Colonia,8,2004-11-22,Colonia,8
1961-08-09,2,Salto,8,,,
1961-11-16,1,Treinta y Tres,8,,,
1961-02-02,1,Maldonado,1,,,
1961-10-27,1,Florida,8,,,
1961-09-22,1,Colonia,8,1979-09-01,Rocha,1
1961-10-28,8,Artigas,3,,,
1961-08-11,1,San José,2,1973-12-05,Lavalleja,1
1961-11-21,2,Artigas,3,,,
1961-04-11,2,Montevideo,2,,,
1961-08-02,2,Lavalleja,9,,,
1961-04-12,2,Colonia,9,2004-01-19,San José,2
1961-08-28,1,Montevideo,9,,,
1961-04-02,9,Rocha,3,1963-12-24,Montevideo,8
1961-08-17,9,Soriano,3,,,
1961-04-01,1,Paysandú,3,,,
1961-04-06,8,Canelones,1,,,
1961-08-24,1,San José,3,,,
1961-01-15,1,Río Negro,2,,,
1961-09-30,1,Montevideo,9,,,
1961-12-24,2,San José,1,2004-07-23,Canelones,9
1961-07-14,2,Las Piedras,9,,,
1961-11-29,1,Artigas,3,1977-06-19,Paysandú,8
1961-07-21,9,Lavalleja,3,,,
1961-02-22,1,Treinta y Tres,9,,,
1961-07-11,2,Florida,3,,,
1961-08-30,8,Río Negro,8,,,
1961-05-27,2,Tacuarembó,3,,,
1961-12-04,1,Soriano,8,,,
1961-12-28,1,Maldonado,8,,,
1961-08-17,2,Cerro Largo,2,,,
1961-11-10,8,Soriano,2,2008-02-02,Durazno,8
1961-11-01,2,Florida,2,,,
1961-10-27,1,Artigas,3,,,
1961-02-18,2,Rivera,9,,,
1961-08-06,2,Cerro Largo,1,,,
1961-07-09,1,Salto,1,2020-05-31,Durazno,2
1961-09-07,9,Colonia,1,1969-05-28,Soriano,3
1961-01-15,2,Maldonado,1,2017-09-22,Paysandú,3
1961-05-01,8,Soriano,9,,,
1961-03-05,1,Paysandú,3,,,
1961-05-03,1,Flores,1,,,
1961-11-22,1,Canelones,1,,,
1961-10-25,9,Río Negro,9,,,
1961-01-08,2,Rivera,3,,,
1961-09-22,1,Salto,9,1996-02-20,Rocha,3
1961-12-04,1,Treinta y Tres,3,2003-02-18,Tacuarembó,1
1961-11-10,1,Durazno,9,,,
1961-03-06,1,Salto,2,1987-05-12,Lavalleja,9
1961-07-23,9,Maldonado,9,,,
1961-03-24,9,Durazno,8,2015-02-26,Treinta y Tres,1
1961-06-04,8,Cerro Largo,8,,,
1961-05-04,1,Canelones,1,,,
1961-07-08,9,Lavalleja,1,,,
1961-03-03,9,Montevideo,1,,,
1961-07-07,2,Flores,2,,,
1961-12-17,8,Río Negro,2,1995-08-30,Colonia,9
1961-12-26,1,Durazno,2,,,
1961-06-18,2,Rivera,9,,,
1961-02-26,1,Rivera,9,,,
1961-10-27,8,San José,3,,,
1961-03-08,1,Salto,3,,,
1961-04-23,8,Las Piedras,9,1986-05-18,Durazno,9
1961-01-29,1,Colonia,1,,,
1961-03-07,2,Salto,2,,,
1961-02-15,2,Rivera,9,,,
1961-12-19,2,Lavalleja,8,,,
1961-09-02,1,Lavalleja,1,,,
1961-05-15,2,Salto,8,,,
1961-08-26,9,Soriano,8,1987-10-14,Rivera,8
1961-09-20,2,Artigas,1,,,
1961-03-18,1,Montevideo,8,,,
1961-06-11,2,Salto,2,,,
1961-04-03,2,Tacuarembó,1,,,
1961-05-22,1,Florida,8,,,
1961-09-14,9,Cerro Largo,1,,,
1961-04-25,8,San José,8,,,
1961-09-03,1,Tacuarembó,9,,,
1961-03-20,2,Las Piedras,2,,,
1961-03-30,8,Rocha,3,1968-12-14,Salto,2
1961-12-21,2,Rocha,9,,,
1961-07-30,2,Tacuarembó,2,,,
1961-08-01,8,Río Negro,3,1996-02-17,Salto,8
1961-04-18,2,Florida,9,1979-06-22,Soriano,3
1961-08-15,9,Cerro Largo,1,2023-08-11,Florida,9
1961-09-26,2,Treinta y Tres,9,1996-07-04,Tacuarembó,1
1961-03-14,1,Durazno,1,,,
1961-06-10,2,Durazno,1,,,
1961-06-01,1,Las Piedras,9,,,
1961-11-12,8,Paysandú,2,2011-09-26,Río Negro,2
1961-09-22,1,Treinta y Tres,3,1970-04-02,Flores,1
1961-05-19,1,Salto,9,,,
1961-11-13,1,Rocha,8,,,
1961-05-15,1,Artigas,8,,,
1961-05-01,9,San José,8,1989-11-29,Soriano,2
1961-06-19,1,Maldonado,1,,,
1961-04-01,1,Canelones,8,,,
1961-06-06,2,Colonia,8,,,
1961-10-31,9,Las Piedras,3,,,
1961-07-01,2,Rocha,9,,,
1961-06-07,1,Salto,2,1977-05-06,Canelones,3
1961-05-18,1,Salto,9,,,
1961-06-10,1,Durazno,3,,,
1961-11-17,1,Durazno,2,,,
1961-01-12,1,Florida,2,,,
1961-10-02,1,Salto,8,,,
1961-09-21,8,Cerro Largo,1,1980-01-06,Salto,2
1961-03-13,2,Rocha,1,,,
1961-08-07,1,Rivera,8,1981-03-20,Tacuarembó,1
1961-02-06,1,Paysandú,3,1973-08-28,Salto,1
1961-05-28,2,Treinta y Tres,9,,,
1961-11-10,9,Cerro Largo,8,2014-06-02,Durazno,3
1961-02-25,8,Florida,9,1961-08-01,Rocha,3
1961-06-16,2,Treinta y Tres,2,1981-05-15,Treinta y Tres,9
1961-05-10,1,Durazno,1,1984-01-30,Colonia,3
1961-10-10,9,Tacuarembó,2,,,
1961-02-26,1,Durazno,2,,,
1961-05-13,2,Canelones,8,2024-09-17,Maldonado,9
1961-04-12,1,Lavalleja,2,1998-06-22,Soriano,1
1961-05-02,1,Soriano,3,,,
1961-03-29,9,Durazno,8,1965-09-17,Maldonado,1
1961-07-04,9,Colonia,9,,,
1961-01-21,2,Flores,9,,,
1961-07-08,1,Soriano,1,,,
1961-05-04,1,Rivera,1,,,
1961-06-30,2,San José,1,,,
1961-06-26,1,Las Piedras,2,1975-02-23,Artigas,1
1961-05-08,1,Montevideo,9,,,
1961-01-21,1,Tacuarembó,2,1977-11-13,Río Negro,2
1961-01-31,1,Río Negro,3,,,
1961-12-27,1,Las Piedras,3,2023-04-21,Salto,8
1961-11-05,2,Soriano,1,1999-03-31,Flores,2
1961-07-26,9,Treinta y Tres,1,,,
1961-11-24,2,Canelones,9,,,
1961-11-02,1,Montevideo,8,,,
1961-08-27,1,Artigas,3,,,
1961-01-03,1,Flores,9,2019-10-29,Canelones,9
1961-02-07,1,Maldonado,8,,,
1961-04-06,8,Tacuarembó,1,,,
1961-12-08,1,Artigas,3,,,
1961-06-24,2,Las Piedras,9,1991-01-12,Durazno,3
1961-05-31,2,Rivera,2,,,
1961-02-14,8,Lavalleja,8,,,
1961-07-30,2,Cerro Largo,3,,,
1961-05-06,1,Durazno,3,1992-08-26,Las Piedras,2
1961-06-28,8,Flores,2,2023-07-26,Durazno,9
1961-06-25,8,Montevideo,2,2016-09-23,Las Piedras,2
1961-09-07,2,Cerro Largo,9,1964-10-15,Artigas,8
1961-05-09,8,Durazno,2,,,
1961-06-13,2,Durazno,1,1966-09-25,Río Negro,9
1961-08-08,2,Flores,8,,,
1961-09-06,1,Río Negro,2,,,
1961-03-02,2,Artigas,3,1979-09-07,Tacuarembó,2
1961-05-02,2,Lavalleja,9,,,
1961-11-23,8,Salto,1,,,
1961-01-07,1,Montevideo,1,2016-01-15,Treinta y Tres,3
1961-09-04,1,Durazno,2,,,
1961-01-17,1,Montevideo,2,,,
1961-03-21,1,Lavalleja,9,,,
1961-08-23,2,Tacuarembó,8,,,
1961-04-19,2,Soriano,3,,,
1961-09-29,2,Lavalleja,9,,,
1961-05-29,8,Durazno,3,1991-04-22,Salto,1
1961-02-10,2,Paysandú,3,2004-06-05,Florida,9
1961-11-14,9,Canelones,3,,,
1961-06-15,1,Cerro Largo,3,,,
1961-04-02,8,Durazno,2,1980-06-21,Durazno,2
1961-10-15,1,Cerro Largo,3,1984-03-02,Canelones,1
1961-09-24,8,Maldonado,8,,,
1961-04-01,9,Durazno,1,1994-02-02,Salto,2
1961-03-26,9,Soriano,3,1977-03-10,Las Piedras,2
1961-12-14,8,Durazno,1,,,
1961-03-17,2,Salto,1,2004-12-30,Colonia,2
1961-05-01,2,Colonia,2,,,
1961-09-11,9,Soriano,3,1970-09-29,Rocha,9
1961-07-28,1,Río Negro,2,,,
1961-07-12,1,Maldonado,3,,,
1961-11-07,1,Cerro Largo,2,,,
1961-01-07,2,Durazno,8,2006-09-27,Flores,9
1961-08-18,8,Rocha,3,1978-12-05,Tacuarembó,3
1961-02-28,2,Lavalleja,1,2007-01-14,Montevideo,1
1961-04-21,1,Montevideo,8,1967-11-22,Canelones,8
1961-09-07,8,Río Negro,2,,,
1961-11-06,2,Soriano,1,2008-01-20,Montevideo,9
1961-10-23,1,Paysandú,1,1971-04-14,Lavalleja,1
1961-08-14,1,Maldonado,9,1979-08-14,Paysandú,2
1961-05-14,8,Maldonado,1,,,
1961-10-11,2,Las Piedras,2,,,
1961-04-13,1,Flores,1,,,
1961-08-22,1,San José,3,,,
1961-04-14,2,Paysandú,9,1985-03-13,Durazno,1
1961-09-29,2,Canelones,1,,,
1961-10-10,1,Florida,9,,,
1961-10-20,2,Tacuarembó,3,,,
1961-10-20,1,Río Negro,3,,,
1961-08-26,1,Las Piedras,2,2001-07-29,Canelones,2
1961-01-03,2,Maldonado,2,,,
1961-08-26,1,Río Negro,2,,,
1961-05-23,2,Florida,2,,,
1961-03-04,2,Florida,9,,,
1961-07-04,2,Canelones,1,,,
1961-08-16,1,Durazno,3,,,
1961-10-18,1,Colonia,8,,,
1961-02-04,1,Montevideo,9,,,
1961-12-22,1,Colonia,9,2001-09-28,Las Piedras,9
1961-05-05,2,Cerro Largo,1,,,
1961-01-12,2,Paysandú,1,,,
1961-09-09,9,Rivera,3,,,
1961-08-01,9,Salto,3,,,
1961-03-30,1,Tacuarembó,9,2010-12-19,Florida,8
1961-07-17,1,Cerro Largo,2,,,
1961-01-20,1,Las Piedras,8,,,
1961-05-10,8,Colonia,2,,,
1961-03-19,2,Artigas,3,,,
1961-01-16,1,Treinta y Tres,1,1977-01-02,Treinta y Tres,1
1961-08-13,1,Tacuarembó,3,,,
1961-09-24,1,Montevideo,3,1977-12-09,Tacuarembó,9
1961-01-28,2,Cerro Largo,3,,,
1961-01-20,1,Rivera,1,,,
1961-08-25,9,Lavalleja,9,,,
1961-08-21,8,Artigas,1,1999-02-22,Soriano,8
1961-08-09,1,Las Piedras,8,,,
1961-03-06,9,Treinta y Tres,8,,,
1961-08-12,1,Soriano,2,1969-10-28,Treinta y Tres,9
1961-04-07,2,Florida,9,,,
1961-04-30,2,Las Piedras,9,,,
1961-02-20,2,Florida,8,,,
1961-03-28,1,Florida,8,2009-04-19,Treinta y Tres,9
1961-10-25,9,San José,1,,,
1961-12-20,1,Maldonado,1,1995-03-18,Artigas,2
1961-02-15,2,Rivera,2,,,
1961-07-27,8,Colonia,1,,,
1961-09-15,9,Flores,9,1964-07-20,Lavalleja,1
1961-05-24,8,Lavalleja,9,,,
1961-12-08,1,Treinta y Tres,8,1998-07-22,Maldonado,1
1961-08-21,1,Salto,8,,,
1961-06-15,2,Flores,8,,,
1961-02-22,2,Colonia,3,2023-08-30,Tacuarembó,3
1961-12-04,1,San José,1,,,
1961-11-28,1,Tacuarembó,3,1983-09-29,Durazno,3
1961-08-10,1,Rivera,2,,,
1961-05-27,8,Lavalleja,9,1971-08-13,Durazno,2
1961-05-12,9,Tacuarembó,8,,,
1961-01-27,9,Salto,9,,,
1961-08-02,9,Salto,1,,,
1961-12-18,1,Lavalleja,3,1981-12-07,Tacuarembó,2
1961-04-07,8,Montevideo,1,,,
1961-10-30,1,Flores,1,,,
1961-09-12,2,Florida,9,,,
1961-10-17,2,Maldonado,9,,,
1961-06-25,2,Río Negro,8,,,
1961-11-26,9,Maldonado,2,,,
1961-05-15,2,Flores,1,,,
1961-03-12,8,Lavalleja,3,,,
1961-03-18,1,Cerro Largo,1,2009-03-27,Lavalleja,2
1961-12-10,9,Canelones,8,1962-12-22,Río Negro,1
1961-04-23,1,Rocha,3,,,
1961-07-12,1,Cerro Largo,3,2002-05-10,Artigas,2
1961-01-28,1,Las Piedras,1,,,
1961-05-25,1,Canelones,8,,,
1961-10-09,2,Rivera,9,1995-11-04,Canelones,3
1961-08-12,1,Tacuarembó,2,2023-04-03,Maldonado,2
1961-08-14,9,Rivera,1,,,
1961-11-15,1,Tacuarembó,3,,,
1961-02-03,8,Canelones,3,2022-09-20,Tacuarembó,3
1961-01-13,2,Cerro Largo,1,,,
1961-12-18,1,Canelones,2,,,
1961-01-25,1,Colonia,2,,,
1961-03-09,2,Florida,9,,,
1961-06-30,2,San José,3,2002-03-31,Treinta y Tres,1
1961-09-03,2,Flores,9,,,
1961-10-09,9,Salto,3,,,
1961-12-11,8,Canelones,3,,,
1961-03-13,1,Las Piedras,9,,,
1961-05-01,1,Maldonado,9,2003-12-12,Artigas,8
1961-03-20,1,Rivera,2,1985-10-11,Florida,2
1961-05-21,1,Salto,2,,,
1961-01-12,2,Lavalleja,3,1988-09-07,Florida,9
1961-12-19,1,Florida,3,1991-05-15,Salto,2
1961-10-01,1,Flores,8,,,
1961-10-11,1,Durazno,8,,,
1961-04-26,1,Paysandú,9,,,
1961-07-05,1,Rocha,9,2000-12-02,Maldonado,1
1961-12-07,2,Cerro Largo,1,1985-10-17,Durazno,1
1961-04-26,2,Flores,2,2007-07-04,Paysandú,1
1961-11-26,8,Montevideo,2,,,
1961-09-30,8,Florida,9,2011-12-13,Flores,3
1961-08-12,1,Salto,9,,,
1961-02-08,2,Las Piedras,3,2004-06-15,Colonia,3
1961-11-16,2,Tacuarembó,1,,,
1961-11-20,2,Soriano,2,2003-07-18,Río Negro,9
1961-01-18,1,San José,1,,,
1961-04-13,2,Durazno,9,2024-03-02,Rivera,9
1961-01-27,1,Salto,3,2000-12-25,Montevideo,8
1961-10-31,2,Las Piedras,8,,,
1961-07-23,2,Canelones,8,2014-11-21,Colonia,3
1961-06-23,8,Lavalleja,9,,,
1961-03-28,8,Paysandú,9,1999-04-09,Paysandú,3
1961-01-13,2,Flores,8,,,
1961-08-02,2,Rivera,3,1986-08-30,San José,1
1961-02-03,2,Treinta y Tres,1,,,
1961-10-30,1,Canelones,8,2013-06-07,Montevideo,8
1961-07-19,2,Colonia,3,,,
1961-09-27,8,Durazno,3,,,
1961-08-18,2,Paysandú,1,,,
1961-10-15,9,Tacuarembó,3,,,
1961-10-30,2,Canelones,2,,,
1961-07-06,2,Lavalleja,2,2001-11-16,Río Negro,3
1961-08-14,1,Río Negro,3,2008-12-15,Río Negro,3
1961-09-15,9,Florida,3,2011-07-23,Rivera,3
1961-03-26,1,Artigas,2,,,
1961-07-11,1,Rocha,9,,,
1961-05-10,2,Las Piedras,3,1976-09-12,Colonia,3
1961-03-14,2,Florida,1,,,
1961-05-24,1,Soriano,1,1977-07-30,Tacuarembó,9
1961-03-09,2,Soriano,3,,,
1961-09-18,1,Río Negro,9,1991-11-26,Tacuarembó,8
1961-01-01,1,Soriano,1,,,
1961-01-13,1,Soriano,2,1983-05-13,Lavalleja,1
1961-11-09,8,Colonia,3,,,
1961-03-07,1,Soriano,9,,,
1961-01-20,1,Rivera,3,,,
1961-02-26,1,Soriano,3,1999-09-18,Artigas,2
1961-04-04,1,Las Piedras,1,,,
1961-10-04,1,Las Piedras,8,2005-04-24,Lavalleja,2
1961-05-04,9,Río Negro,2,,,
1961-09-23,1,Colonia,3,,,
1961-03-30,1,Paysandú,2,,,
1961-02-13,8,Salto,1,2011-06-22,San José,9
1961-06-18,1,Cerro Largo,2,,,
1961-10-01,2,Treinta y Tres,9,,,
1961-11-13,2,Cerro Largo,1,,,
1961-10-03,9,Rivera,9,1964-06-10,Lavalleja,1
1961-06-29,1,Soriano,1,1963-03-19,Tacuarembó,3
1961-02-13,1,Montevideo,8,1963-05-04,Artigas,9
1961-06-28,2,Treinta y Tres,3,1980-12-10,Florida,2
1961-06-25,1,Durazno,9,2003-03-04,Durazno,8
1961-08-05,1,Canelones,1,,,
1961-02-13,1,Soriano,8,,,
1961-09-07,9,Durazno,8,,,
1961-06-09,2,Salto,2,,,
1961-01-27,2,Rocha,2,1971-09-11,Canelones,9
1961-02-18,1,Flores,2,1962-05-11,Tacuarembó,3
1961-11-14,1,Florida,2,1963-06-14,Durazno,1
1961-08-25,2,Tacuarembó,1,,,
1961-04-04,1,Rocha,2,,,
1961-08-04,9,Río Negro,3,2016-10-25,Lavalleja,9
1961-09-19,9,Durazno,9,,,
1961-10-28,1,Flores,2,,,
1961-01-02,1,Lavalleja,1,,,
1961-05-13,1,Paysandú,1,,,
1961-10-26,1,Rocha,8,,,
1961-09-13,2,Soriano,2,,,
1961-04-21,1,Rocha,1,,,
1961-01-10,1,Montevideo,8,,,
1961-10-09,2,Tacuarembó,9,2017-06-26,Flores,8
1961-08-24,2,Salto,1,2017-06-26,Durazno,3
1961-07-03,1,Maldonado,2,1991-12-05,Cerro Largo,3
1962-02-17,2,Paysandú,1,,,
1962-05-19,1,Cerro Largo,3,,,
1962-12-28,1,Flores,8,,,
1962-10-21,1,Rocha,8,1967-11-28,Treinta y Tres,8
1962-02-03,9,Canelones,3,,,
1962-03-09,1,Lavalleja,9,,,
1962-07-11,1,Salto,3,,,
1962-02-02,8,Las Piedras,8,,,
1962-07-02,2,Treinta y Tres,9,2009-09-08,Canelones,8
1962-06-23,9,Durazno,9,,,
1962-05-30,9,Maldonado,9,,,
1962-10-17,8,Treinta y Tres,2,,,
1962-09-21,9,Flores,3,,,
1962-03-30,2,Lavalleja,1,2022-02-19,Artigas,3
1962-06-18,1,Rivera,9,1987-07-06,Canelones,9
1962-06-24,1,Lavalleja,2,1963-05-29,Durazno,8
1962-05-02,1,Rocha,1,1999-09-04,Montevideo,9
1962-03-19,9,Florida,3,,,
1962-03-13,8,Cerro Largo,9,,,
1962-11-30,1,Canelones,8,,,
1962-06-17,9,Lavalleja,3,2002-02-09,San José,9
1962-02-02,2,Cerro Largo,1,1970-06-09,Rocha,3
1962-04-05,2,Flores,2,1978-09-15,Lavalleja,1
1962-04-07,8,Rocha,8,2022-03-06,Florida,3
1962-10-14,2,San José,1,2005-11-18,Flores,9
1962-08-13,1,Treinta y Tres,2,,,
1962-03-31,9,Salto,8,2022-10-15,Paysandú,3
1962-02-26,2,Montevideo,3,1977-11-14,Salto,8
1962-09-19,9,Canelones,8,2008-03-29,Rivera,3
1962-06-22,9,San José,8,,,
1962-10-06,2,San José,8,1983-09-11,Lavalleja,8
1962-08-18,1,Canelones,1,,,
1962-01-17,2,Maldonado,9,,,
1962-11-15,8,Flores,9,,,
1962-01-26,2,Salto,9,,,
1962-01-27,2,Durazno,3,,,
1962-07-08,9,Rocha,9,,,
1962-06-13,1,Durazno,2,,,
1962-05-11,9,Maldonado,9,,,
1962-11-09,2,Montevideo,2,1971-05-12,Artigas,1
1962-08-10,2,Treinta y Tres,8,1994-10-14,Tacuarembó,1
1962-12-09,2,Treinta y Tres,9,,,
1962-08-31,2,San José,1,2024-02-13,Treinta y Tres,8
1962-03-31,1,Rocha,8,1973-05-28,Salto,8
1962-03-17,2,Canelones,3,2008-11-13,Rocha,2
1962-12-25,8,Las Piedras,9,,,
1962-03-21,1,Rivera,8,,,
1962-02-07,8,Salto,1,1987-03-17,Las Piedras,8
1962-04-10,2,Lavalleja,8,,,
1962-02-05,1,Tacuarembó,9,1974-12-20,Durazno,9
1962-06-02,1,Cerro Largo,1,,,
1962-07-23,1,Artigas,1,2000-10-02,Colonia,3
1962-07-21,2,Paysandú,2,,,
1962-11-24,1,Canelones,1,2014-05-15,Maldonado,3
1962-11-29,1,Canelones,9,2014-01-23,Lavalleja,1
1962-02-06,1,Lavalleja,8,1997-09-16,Montevideo,2
1962-11-08,2,Rocha,3,2003-02-13,Durazno,2
1962-06-25,2,Rivera,8,,,
1962-11-20,2,Flores,2,,,
1962-12-17,9,Durazno,1,,,
1962-08-15,8,Flores,2,1966-03-13,Lavalleja,9
1962-10-15,9,Canelones,9,,,
1962-12-12,2,Montevideo,1,,,
1962-12-21,1,Montevideo,3,1990-06-13,Montevideo,8
1962-07-27,1,Durazno,2,2018-08-11,Montevideo,8
1962-03-09,1,Montevideo,1,,,
1962-03-20,1,San José,2,1969-05-11,Maldonado,1
1962-08-08,1,Rocha,3,,,
1962-09-10,2,Soriano,2,,,
1962-03-24,1,Rocha,3,2009-05-05,Durazno,3
1962-09-12,9,Treinta y Tres,2,,,
1962-11-15,1,Artigas,8,,,
1962-12-24,1,Florida,9,,,
1962-03-12,9,Río Negro,9,,,
1962-03-08,1,Salto,3,,,
1962-08-09,2,Tacuarembó,2,2004-09-17,Las Piedras,9
1962-10-02,1,Soriano,1,1991-09-11,Tacuarembó,3
1962-08-03,9,Florida,8,1981-09-11,Cerro Largo,2
1962-09-27,8,Colonia,3,1971-04-10,Maldonado,2
1962-06-16,1,Florida,8,,,
1962-03-20,1,Salto,1,,,
1962-08-19,1,Canelones,8,,,
1962-10-08,9,Tacuarembó,9,,,
1962-09-22,8,Soriano,3,1963-09-16,Maldonado,1
1962-05-31,2,Tacuarembó,2,,,
1962-06-18,1,Soriano,9,,,
1962-01-01,8,Las Piedras,8,,,
1962-05-17,2,Las Piedras,9,,,
1962-05-10,1,Salto,9,,,
1962-01-27,1,Lavalleja,2,,,
1962-04-07,8,Florida,9,1992-02-04,San José,2
1962-01-18,1,Florida,8,2004-12-21,San José,9
1962-06-18,8,Cerro Largo,8,1995-12-04,San José,1
1962-04-14,8,Rivera,3,2014-09-26,Lavalleja,9
1962-02-05,1,Rocha,9,,,
1962-05-26,8,Soriano,2,,,
1962-06-01,1,Maldonado,8,1970-08-02,San José,2
1962-01-16,1,Maldonado,2,1985-02-25,Rocha,1
1962-12-13,1,Maldonado,9,,,
1962-10-08,2,Durazno,3,2000-03-09,Salto,9
1962-06-10,2,Las Piedras,2,,,
1962-03-01,2,Rocha,3,,,
1962-11-08,1,Paysandú,8,,,
1962-03-13,1,Rocha,3,,,
1962-03-26,1,Soriano,8,2000-11-01,San José,3
1962-08-23,8,Rivera,1,,,
1962-01-29,1,Maldonado,8,1972-02-10,Cerro Largo,2
1962-01-08,1,San José,2,,,
1962-01-12,1,Las Piedras,3,,,
1962-12-11,1,Durazno,2,1967-05-01,Canelones,9
1962-02-02,1,Canelones,1,1998-11-30,Río Negro,1
1962-05-23,2,Flores,9,2014-02-13,Florida,9
1962-09-29,1,Tacuarembó,3,,,
1962-08-11,1,Florida,1,1986-01-19,Canelones,3
1962-11-16,8,Maldonado,2,1965-07-20,Soriano,9
1962-01-15,2,Flores,2,,,
1962-05-15,1,Salto,8,2001-03-29,Colonia,9
1962-04-16,9,Tacuarembó,8,,,
1962-03-21,1,Rivera,2,2007-06-24,Soriano,3
1962-10-31,1,Soriano,2,,,
1962-10-27,1,Lavalleja,9,2008-04-20,Montevideo,2
1962-01-21,1,Río Negro,1,2011-11-05,Canelones,1
1962-10-04,8,Treinta y Tres,9,,,
1962-01-02,1,Soriano,8,1967-01-26,Cerro Largo,1
1962-07-30,8,Canelones,3,2014-04-25,Tacuarembó,1
1962-05-26,2,San José,3,2009-04-07,Lavalleja,9
1962-09-24,1,Río Negro,9,,,
1962-09-20,2,Durazno,2,1973-08-20,Artigas,3
1962-04-19,2,Soriano,8,,,
1962-11-27,2,Canelones,8,,,
1962-08-16,2,Durazno,3,,,
1962-06-07,1,Canelones,2,,,
1962-02-15,8,Florida,9,,,
1962-12-06,1,Soriano,9,,,
1962-11-21,8,Flores,8,1979-06-27,Colonia,1
1962-10-01,9,Treinta y Tres,1,2013-03-15,Rivera,1
1962-02-10,9,Flores,9,,,
1962-08-06,1,Treinta y Tres,1,,,
1962-12-26,1,Salto,3,,,
1962-07-24,1,Flores,3,,,
1962-08-26,1,Artigas,3,,,
1962-04-12,1,Paysandú,2,1988-10-05,Colonia,3
1962-12-11,8,Colonia,9,1985-03-21,Cerro Largo,2
1962-06-10,8,San José,1,,,
1962-03-07,1,Montevideo,9,,,
1962-08-03,1,Durazno,9,1982-11-16,Florida,1
1962-07-07,2,Flores,2,2017-09-02,Rocha,8
1962-07-08,1,Tacuarembó,9,,,
1962-10-23,1,Flores,8,,,
1962-12-12,9,Rivera,8,,,
1962-02-25,1,Treinta y Tres,1,1994-09-10,Lavalleja,8
1962-04-14,1,Cerro Largo,3,1985-05-20,Durazno,8
1962-10-15,1,Treinta y Tres,1,,,
1962-06-05,2,Salto,8,1998-05-19,Montevideo,3
1962-12-05,1,Durazno,2,1971-10-20,Rivera,2
1962-11-23,1,Tacuarembó,8,,,
1962-05-08,9,San José,1,,,
1962-06-12,9,Paysandú,2,,,
1962-09-26,1,Maldonado,9,,,
1962-11-16,1,Colonia,1,1972-01-23,Flores,3
1962-06-06,1,Las Piedras,8,,,
1962-07-04,9,Río Negro,9,,,
1962-05-21,9,Soriano,1,1972-04-18,Florida,9
1962-09-30,9,Río Negro,8,,,
1962-08-05,1,Canelones,9,,,
1962-09-03,2,Maldonado,1,,,
1962-06-30,2,Colonia,9,2020-12-19,Cerro Largo,9
1962-08-31,1,Tacuarembó,1,,,
1962-07-23,8,Flores,3,2024-10-07,San José,1
1962-10-27,1,Maldonado,2,2001-12-04,Florida,1
1962-09-10,2,Flores,1,1976-05-31,Durazno,3
1962-05-04,1,Florida,9,,,
1962-12-06,2,Treinta y Tres,8,,,
1962-03-18,1,Durazno,2,1966-06-03,Rivera,1
1962-08-28,2,San José,3,,,
1962-10-06,1,Treinta y Tres,9,2001-01-11,San José,1
1962-11-21,8,Paysandú,3,1984-09-30,Las Piedras,8
1962-04-22,2,San José,8,2018-12-13,Canelones,1
1962-07-05,1,Florida,8,,,
1962-08-24,2,Salto,1,,,
1962-01-19,2,Canelones,8,,,
1962-11-08,1,Tacuarembó,1,1981-01-12,Soriano,8
1962-03-15,1,Treinta y Tres,9,,,
1962-12-05,9,Durazno,9,,,
1962-01-09,1,Flores,8,1970-05-10,Treinta y Tres,2
1962-06-03,9,Maldonado,8,1987-06-20,Treinta y Tres,1
1962-05-20,2,Durazno,2,1967-12-13,Rocha,8
1962-10-19,9,Lavalleja,1,,,
1962-10-19,1,Salto,2,,,
1962-03-05,1,Colonia,2,,,
1962-02-07,9,Treinta y Tres,8,2000-11-29,San José,8
1962-05-07,1,Colonia,1,,,
1962-03-23,1,Paysandú,9,,,
1962-01-19,1,Durazno,9,,,
1962-04-14,9,San José,2,1974-06-10,Montevideo,9
1962-06-21,9,Colonia,1,1986-01-09,Maldonado,8
1962-02-06,1,Maldonado,2,2001-02-01,Soriano,1
1962-10-11,8,Tacuarembó,8,,,
1962-01-31,2,Río Negro,2,,,
1962-10-19,1,Rocha,1,,,
1962-05-07,2,Canelones,1,,,
1962-02-11,9,Maldonado,2,,,
1962-01-22,2,Rocha,1,,,
1962-05-07,1,Durazno,1,,,
1962-09-30,2,Paysandú,1,,,
1962-05-01,8,Colonia,8,,,
1962-03-27,1,Lavalleja,1,,,
1962-07-15,2,Soriano,2,,,
1962-05-09,2,Rivera,8,,,
1962-10-16,9,Colonia,2,,,
1962-03-05,2,Salto,9,,,
1962-03-24,1,Colonia,1,,,
1962-04-02,2,Flores,3,2013-11-29,Tacuarembó,1
1962-06-21,1,Tacuarembó,1,,,
1962-06-20,9,Soriano,2,,,
1962-05-01,1,Salto,3,2008-09-20,Treinta y Tres,2
1962-08-29,8,Rocha,1,2020-03-02,Colonia,9
1962-01-21,1,Rivera,1,2000-10-26,San José,2
1962-10-21,1,San José,1,,,
1962-12-22,2,Paysandú,9,,,
1962-05-03,8,San José,2,,,
